Chr,Gene_Name,10_S254,11_S255,12_S256,1_S245,2_S246,3_S247,4_S248,5_S249,6_S250,7_S251,8_S252,9_S253
chr18,Setbp1,133.0,117.0,146.0,82.0,372.0,72.0,61.0,110.0,229.0,52.0,92.0,114.0
chr18,Sft2d3,11.0,12.0,14.0,17.0,14.0,12.0,12.0,12.0,16.0,12.0,11.0,14.0
chr18,Sh3tc2,,,2.0,9.0,5.0,,1.0,3.0,7.0,1.0,2.0,4.0
chr18,Sil1,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
chr18,Slc12a2,40.0,58.0,33.0,109.0,157.0,24.0,29.0,53.0,60.0,38.0,55.0,113.0
chr18,Slc14a1,34.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
chr18,Slc25a46,45.0,52.0,55.0,63.0,91.0,45.0,50.0,54.0,72.0,42.0,54.0,78.0
chr18,Slc26a2,16.0,21.0,22.0,21.0,26.0,22.0,21.0,21.0,25.0,21.0,21.0,22.0
chr18,Slc39a6,9.0,9.0,20.0,20.0,17.0,10.0,14.0,10.0,17.0,14.0,12.0,21.0
chr18,Slc66a2,17.0,17.0,18.0,27.0,26.0,14.0,21.0,20.0,26.0,25.0,19.0,18.0
chr18,Slc6a7,52.0,93.0,75.0,72.0,139.0,75.0,68.0,58.0,61.0,35.0,79.0,85.0
chr18,Smad2,31.0,39.0,40.0,44.0,52.0,43.0,44.0,44.0,45.0,40.0,40.0,46.0
chr18,Smad4,31.0,29.0,36.0,38.0,65.0,28.0,31.0,30.0,40.0,31.0,45.0,39.0
chr18,Smad7,25.0,21.0,22.0,59.0,64.0,21.0,28.0,18.0,37.0,24.0,34.0,34.0
chr18,Smim3,13.0,13.0,13.0,14.0,13.0,13.0,13.0,13.0,14.0,13.0,14.0,13.0
chr18,Sncaip,1.0,,10.0,10.0,14.0,5.0,10.0,9.0,14.0,9.0,5.0,5.0
chr18,Snhg4,2.0,1.0,7.0,8.0,11.0,5.0,6.0,4.0,5.0,2.0,4.0,7.0
chr18,Snx2,18.0,12.0,16.0,18.0,41.0,11.0,14.0,17.0,47.0,17.0,16.0,23.0
chr18,Snx24,14.0,13.0,21.0,18.0,18.0,13.0,13.0,18.0,15.0,14.0,13.0,17.0
chr18,Socs6,21.0,28.0,28.0,32.0,43.0,28.0,31.0,29.0,34.0,28.0,29.0,36.0
chr18,Spata24,5.0,5.0,9.0,9.0,11.0,7.0,8.0,10.0,11.0,6.0,5.0,10.0
chr18,Spink10,1.0,5.0,1.0,14.0,24.0,1.0,8.0,3.0,13.0,7.0,4.0,10.0
chr18,Spire1,78.0,62.0,85.0,66.0,201.0,62.0,45.0,70.0,112.0,61.0,81.0,71.0
chr18,Spry4,18.0,19.0,19.0,20.0,24.0,22.0,19.0,20.0,19.0,20.0,20.0,20.0
chr18,Sra1,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0
chr18,Srfbp1,25.0,25.0,38.0,28.0,69.0,21.0,29.0,22.0,50.0,31.0,26.0,48.0
chr18,Srp19,2.0,4.0,5.0,4.0,7.0,4.0,5.0,4.0,6.0,2.0,5.0,4.0
chr18,Ss18,13.0,6.0,16.0,17.0,45.0,7.0,24.0,19.0,15.0,12.0,18.0,19.0
chr18,St8sia3,41.0,44.0,44.0,46.0,52.0,45.0,42.0,44.0,49.0,42.0,45.0,45.0
chr18,St8sia5,20.0,31.0,16.0,22.0,88.0,35.0,23.0,26.0,39.0,14.0,29.0,33.0
chr18,Stard4,55.0,55.0,60.0,62.0,63.0,58.0,64.0,60.0,59.0,61.0,59.0,61.0
chr18,Sting1,4.0,5.0,4.0,6.0,6.0,6.0,5.0,6.0,7.0,5.0,5.0,6.0
chr18,Stk32a,16.0,9.0,25.0,30.0,30.0,21.0,21.0,27.0,29.0,20.0,19.0,29.0
chr18,Svil,19.0,16.0,27.0,25.0,29.0,22.0,27.0,24.0,29.0,24.0,22.0,27.0
chr18,Synpo,47.0,57.0,71.0,98.0,120.0,60.0,66.0,69.0,70.0,58.0,68.0,87.0
chr18,Syt4,17.0,16.0,21.0,18.0,41.0,20.0,22.0,18.0,29.0,16.0,21.0,22.0
chr18,Taf4b,9.0,18.0,11.0,12.0,16.0,17.0,13.0,17.0,18.0,14.0,16.0,16.0
chr18,Taf7,9.0,10.0,13.0,16.0,17.0,14.0,13.0,16.0,12.0,13.0,13.0,13.0
chr18,Tcerg1,16.0,13.0,20.0,20.0,75.0,9.0,15.0,12.0,26.0,7.0,19.0,41.0
chr18,Tcf4,579.0,1151.0,972.0,786.0,1467.0,767.0,619.0,1121.0,1383.0,541.0,1088.0,1204.0
chr18,Tcof1,33.0,32.0,32.0,33.0,45.0,33.0,33.0,33.0,33.0,33.0,33.0,34.0
chr18,Thoc1,1.0,3.0,3.0,6.0,21.0,1.0,2.0,5.0,9.0,1.0,3.0,6.0
chr18,Timm21,11.0,19.0,22.0,22.0,29.0,16.0,22.0,23.0,22.0,20.0,19.0,23.0
chr18,Tmco6,10.0,8.0,8.0,8.0,12.0,8.0,12.0,8.0,9.0,7.0,8.0,10.0
chr18,Tmed7,12.0,12.0,13.0,13.0,23.0,13.0,13.0,13.0,17.0,14.0,12.0,12.0
chr18,Tmem241,6.0,,7.0,8.0,10.0,4.0,,7.0,11.0,7.0,7.0,10.0
chr18,Tmx3,15.0,17.0,23.0,19.0,38.0,25.0,23.0,24.0,32.0,20.0,26.0,30.0
chr18,Tnfaip8,6.0,4.0,3.0,5.0,8.0,4.0,4.0,4.0,6.0,3.0,3.0,6.0
chr18,Tpgs2,40.0,42.0,48.0,50.0,71.0,44.0,39.0,50.0,64.0,49.0,51.0,53.0
chr18,Trappc8,33.0,21.0,28.0,23.0,61.0,18.0,22.0,23.0,28.0,17.0,24.0,34.0
chr18,Trim36,12.0,11.0,10.0,28.0,23.0,18.0,18.0,25.0,20.0,15.0,14.0,20.0
chr18,Tshz1,30.0,28.0,26.0,27.0,34.0,26.0,26.0,26.0,27.0,26.0,26.0,26.0
chr18,Ttc39c,11.0,13.0,12.0,9.0,47.0,1.0,3.0,10.0,13.0,5.0,22.0,17.0
chr18,Ttr,10.0,16.0,,16.0,16.0,4.0,,16.0,16.0,1.0,,16.0
chr18,Txnl1,15.0,20.0,25.0,27.0,39.0,25.0,29.0,29.0,31.0,30.0,31.0,31.0
chr18,Txnl4a,45.0,44.0,48.0,56.0,69.0,50.0,51.0,57.0,61.0,50.0,51.0,52.0
chr18,Ube2d2a,15.0,16.0,25.0,31.0,44.0,10.0,16.0,21.0,32.0,22.0,22.0,28.0
chr18,Usp14,10.0,15.0,19.0,10.0,45.0,9.0,11.0,8.0,21.0,7.0,12.0,14.0
chr18,Wac,62.0,76.0,86.0,95.0,193.0,54.0,80.0,87.0,152.0,75.0,91.0,116.0
chr18,Wdr33,80.0,86.0,125.0,124.0,165.0,99.0,125.0,125.0,147.0,112.0,125.0,142.0
chr18,Wdr36,27.0,21.0,30.0,28.0,67.0,25.0,23.0,23.0,30.0,23.0,22.0,22.0
chr18,Wdr55,7.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
chr18,Wdr7,71.0,72.0,63.0,62.0,144.0,61.0,63.0,61.0,94.0,63.0,62.0,67.0
chr18,Yipf5,19.0,29.0,42.0,34.0,64.0,35.0,27.0,33.0,46.0,23.0,38.0,39.0
chr18,Ythdc2,9.0,11.0,13.0,11.0,28.0,8.0,12.0,9.0,11.0,8.0,13.0,12.0
chr18,Zadh2,20.0,16.0,22.0,38.0,41.0,12.0,21.0,23.0,23.0,21.0,16.0,30.0
chr18,Zbtb7c,6.0,2.0,10.0,5.0,27.0,3.0,2.0,2.0,8.0,5.0,1.0,7.0
chr18,Zeb1,77.0,48.0,73.0,49.0,137.0,24.0,42.0,73.0,108.0,38.0,63.0,59.0
chr18,Zfp236,41.0,32.0,41.0,38.0,83.0,34.0,36.0,38.0,40.0,36.0,48.0,44.0
chr18,Zfp24,18.0,27.0,29.0,27.0,33.0,25.0,21.0,22.0,29.0,20.0,26.0,31.0
chr18,Zfp35,9.0,12.0,12.0,15.0,18.0,15.0,16.0,17.0,14.0,16.0,13.0,17.0
chr18,Zfp397,21.0,27.0,30.0,32.0,36.0,28.0,24.0,22.0,35.0,26.0,30.0,33.0
chr18,Zfp407,56.0,56.0,59.0,58.0,65.0,57.0,58.0,62.0,63.0,57.0,56.0,61.0
chr18,Zfp438,2.0,1.0,2.0,4.0,8.0,2.0,5.0,6.0,6.0,2.0,2.0,5.0
chr18,Zfp516,34.0,34.0,36.0,37.0,49.0,32.0,32.0,36.0,38.0,36.0,34.0,37.0
chr18,Zfp521,7.0,10.0,10.0,10.0,11.0,10.0,9.0,10.0,12.0,10.0,10.0,11.0
chr18,Zfp532,116.0,74.0,129.0,99.0,187.0,80.0,86.0,94.0,103.0,90.0,92.0,99.0
chr18,Zfp608,41.0,60.0,95.0,80.0,125.0,55.0,48.0,81.0,156.0,43.0,56.0,79.0
chr18,Zmat2,13.0,11.0,10.0,19.0,16.0,10.0,14.0,11.0,11.0,9.0,15.0,17.0
chr18,Zscan30,,,5.0,2.0,14.0,2.0,,,13.0,2.0,4.0,5.0
chr19,1110059E24Rik,5.0,3.0,3.0,3.0,9.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0
chr19,1700028P14Rik,6.0,6.0,6.0,8.0,8.0,8.0,3.0,6.0,8.0,5.0,7.0,8.0
chr19,1810009A15Rik,,1.0,2.0,1.0,6.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0
chr19,1810055G02Rik,15.0,16.0,18.0,19.0,30.0,18.0,23.0,15.0,19.0,15.0,17.0,20.0
chr19,2700046G09Rik,2.0,5.0,5.0,7.0,9.0,4.0,7.0,4.0,7.0,3.0,3.0,5.0
chr19,2700081O15Rik,29.0,30.0,37.0,32.0,33.0,30.0,33.0,26.0,27.0,28.0,28.0,30.0
chr19,4430402I18Rik,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
chr19,4930505N22Rik,9.0,8.0,8.0,11.0,10.0,9.0,8.0,8.0,13.0,9.0,8.0,8.0
chr19,9830166K06Rik,,,,2.0,3.0,1.0,4.0,1.0,1.0,4.0,,1.0
chr19,9930021J03Rik,45.0,33.0,41.0,36.0,87.0,32.0,30.0,34.0,58.0,29.0,39.0,42.0
chr19,A930007I19Rik,2.0,3.0,9.0,14.0,30.0,5.0,6.0,5.0,10.0,4.0,9.0,15.0
chr19,AA387883,,3.0,8.0,,16.0,5.0,3.0,,14.0,2.0,2.0,3.0
chr19,AI837181,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
chr19,Abhd17b,12.0,14.0,23.0,38.0,49.0,5.0,13.0,17.0,33.0,8.0,15.0,37.0
chr19,Ablim1,131.0,121.0,179.0,182.0,365.0,101.0,121.0,160.0,184.0,124.0,142.0,169.0
chr19,Acsl5,12.0,12.0,14.0,12.0,19.0,12.0,13.0,12.0,13.0,12.0,12.0,13.0
chr19,Acta2,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
chr19,Actr1a,24.0,31.0,38.0,44.0,89.0,30.0,38.0,33.0,56.0,25.0,40.0,39.0
chr19,Acy3,2.0,,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,3.0
chr19,Add3,79.0,107.0,149.0,130.0,216.0,66.0,74.0,100.0,203.0,84.0,106.0,152.0
chr19,Adra2a,22.0,21.0,22.0,21.0,22.0,22.0,22.0,21.0,21.0,21.0,22.0,22.0
chr19,Adrb1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
chr19,Afap1l2,24.0,28.0,31.0,33.0,32.0,30.0,25.0,35.0,31.0,33.0,30.0,33.0
chr19,Ahnak,90.0,87.0,89.0,90.0,90.0,88.0,90.0,90.0,90.0,89.0,90.0,89.0
chr19,Aip,4.0,3.0,3.0,4.0,12.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0
chr19,Ak3,57.0,57.0,69.0,69.0,76.0,54.0,54.0,56.0,66.0,49.0,61.0,64.0
chr19,Aldh18a1,27.0,33.0,35.0,35.0,53.0,38.0,35.0,33.0,34.0,38.0,40.0,35.0
chr19,Aldh1a1,17.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0
chr19,Aldh3b1,7.0,6.0,5.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0
chr19,Aldh3b2,4.0,,3.0,2.0,8.0,6.0,4.0,3.0,7.0,7.0,3.0,4.0
chr19,Ankrd13d,8.0,14.0,18.0,15.0,23.0,12.0,18.0,16.0,13.0,11.0,18.0,17.0
chr19,Ap5b1,12.0,11.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,11.0,9.0,11.0
chr19,Apba1,93.0,90.0,98.0,95.0,373.0,86.0,45.0,85.0,174.0,66.0,105.0,155.0
chr19,Arhgap19,16.0,11.0,25.0,20.0,37.0,12.0,28.0,26.0,31.0,22.0,8.0,20.0
chr19,Arl2,21.0,27.0,32.0,26.0,47.0,22.0,24.0,23.0,28.0,7.0,24.0,25.0
chr19,Arl3,10.0,11.0,6.0,8.0,42.0,6.0,8.0,5.0,20.0,5.0,7.0,14.0
chr19,Armh3,25.0,21.0,22.0,21.0,24.0,21.0,21.0,22.0,25.0,21.0,21.0,22.0
chr19,As3mt,9.0,9.0,9.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,9.0,9.0
chr19,Asah2,28.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0
chr19,Asrgl1,53.0,35.0,57.0,66.0,69.0,57.0,55.0,54.0,56.0,57.0,57.0,61.0
chr19,Atad1,18.0,16.0,28.0,29.0,40.0,13.0,19.0,22.0,29.0,17.0,24.0,26.0
chr19,Atg2a,26.0,27.0,29.0,29.0,47.0,28.0,28.0,28.0,28.0,26.0,32.0,39.0
chr19,Atl3,33.0,34.0,33.0,36.0,47.0,34.0,35.0,34.0,37.0,33.0,37.0,33.0
chr19,Atp5md,16.0,27.0,54.0,39.0,76.0,36.0,54.0,33.0,55.0,22.0,48.0,49.0
chr19,Atrnl1,65.0,65.0,85.0,60.0,450.0,58.0,63.0,58.0,84.0,58.0,69.0,85.0
chr19,Avpi1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0
chr19,B3gat3,5.0,10.0,8.0,7.0,13.0,8.0,8.0,8.0,9.0,6.0,8.0,11.0
chr19,B4gat1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
chr19,BC037704,10.0,,3.0,9.0,13.0,3.0,1.0,1.0,6.0,1.0,5.0,5.0
chr19,Bad,9.0,12.0,9.0,16.0,25.0,11.0,11.0,12.0,13.0,8.0,10.0,18.0
chr19,Banf1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr19,Bbip1,9.0,9.0,17.0,12.0,30.0,15.0,19.0,13.0,18.0,13.0,13.0,16.0
chr19,Bbs1,41.0,47.0,43.0,45.0,63.0,41.0,42.0,39.0,42.0,42.0,42.0,53.0
chr19,Blnk,9.0,5.0,9.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,9.0
chr19,Bloc1s2,6.0,6.0,7.0,11.0,21.0,8.0,6.0,3.0,6.0,5.0,9.0,7.0
chr19,Borcs7,14.0,8.0,8.0,10.0,21.0,8.0,10.0,8.0,9.0,8.0,8.0,8.0
chr19,Brms1,13.0,11.0,16.0,18.0,28.0,15.0,17.0,17.0,18.0,7.0,8.0,20.0
chr19,Bscl2,29.0,30.0,46.0,42.0,60.0,38.0,48.0,38.0,32.0,33.0,30.0,49.0
chr19,Btaf1,41.0,42.0,46.0,52.0,89.0,48.0,54.0,55.0,58.0,45.0,47.0,55.0
chr19,Btrc,47.0,60.0,74.0,80.0,135.0,56.0,68.0,68.0,87.0,63.0,65.0,85.0
chr19,C130060C02Rik,,,4.0,2.0,19.0,,,1.0,17.0,2.0,5.0,6.0
chr19,Cacul1,36.0,35.0,36.0,37.0,94.0,33.0,35.0,30.0,48.0,30.0,36.0,46.0
chr19,Calhm2,9.0,12.0,16.0,15.0,17.0,17.0,17.0,17.0,17.0,13.0,17.0,17.0
chr19,Capn1,31.0,26.0,24.0,28.0,26.0,24.0,25.0,28.0,27.0,26.0,27.0,26.0
chr19,Carnmt1,23.0,10.0,11.0,14.0,36.0,11.0,11.0,13.0,15.0,15.0,17.0,21.0
chr19,Carns1,15.0,4.0,14.0,16.0,14.0,5.0,13.0,17.0,7.0,6.0,11.0,9.0
chr19,Casp7,4.0,1.0,2.0,6.0,17.0,9.0,14.0,12.0,7.0,9.0,2.0,10.0
chr19,Catsperz,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
chr19,Cbwd1,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0
chr19,Ccdc186,53.0,53.0,52.0,51.0,72.0,51.0,51.0,52.0,63.0,50.0,51.0,51.0
chr19,Ccdc85b,13.0,13.0,12.0,13.0,12.0,12.0,13.0,13.0,12.0,13.0,12.0,13.0
chr19,Ccdc86,9.0,9.0,14.0,13.0,39.0,11.0,18.0,11.0,22.0,10.0,14.0,14.0
chr19,Ccdc87,4.0,4.0,5.0,3.0,9.0,7.0,3.0,4.0,7.0,2.0,6.0,7.0
chr19,Ccdc88b,5.0,4.0,6.0,6.0,12.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0
chr19,Ccnj,24.0,27.0,36.0,38.0,52.0,24.0,35.0,26.0,41.0,26.0,23.0,39.0
chr19,Ccs,18.0,25.0,20.0,18.0,41.0,17.0,21.0,18.0,20.0,15.0,16.0,26.0
chr19,Cd248,2.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0
chr19,Cdc37l1,116.0,116.0,117.0,155.0,159.0,100.0,109.0,109.0,139.0,106.0,126.0,152.0
chr19,Cdc42bpg,10.0,9.0,2.0,11.0,11.0,6.0,4.0,10.0,11.0,4.0,5.0,11.0
chr19,Cdc42ep2,7.0,6.0,6.0,9.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0
chr19,Cdk2ap2,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0
chr19,Cemip2,45.0,54.0,51.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,55.0,57.0
chr19,Cep78,56.0,54.0,70.0,69.0,122.0,55.0,81.0,71.0,89.0,42.0,86.0,99.0
chr19,Cfl1,6.0,6.0,6.0,8.0,13.0,8.0,10.0,6.0,11.0,9.0,7.0,8.0
chr19,Chka,35.0,36.0,50.0,44.0,77.0,35.0,41.0,42.0,49.0,45.0,47.0,50.0
chr19,Chrm1,50.0,63.0,74.0,68.0,86.0,62.0,72.0,69.0,81.0,72.0,69.0,69.0
chr19,Chuk,31.0,29.0,31.0,33.0,81.0,32.0,33.0,31.0,38.0,28.0,27.0,42.0
chr19,Cnih2,19.0,24.0,24.0,23.0,26.0,24.0,26.0,19.0,22.0,15.0,23.0,26.0
chr19,Cnnm1,67.0,60.0,79.0,64.0,173.0,92.0,99.0,83.0,117.0,101.0,74.0,97.0
chr19,Cnnm2,25.0,13.0,10.0,18.0,50.0,5.0,4.0,12.0,23.0,9.0,16.0,18.0
chr19,Cntf,10.0,3.0,5.0,11.0,11.0,10.0,9.0,6.0,4.0,5.0,4.0,10.0
chr19,Coro1b,7.0,10.0,12.0,14.0,15.0,7.0,11.0,11.0,13.0,9.0,14.0,12.0
chr19,Cox15,25.0,27.0,27.0,27.0,29.0,27.0,27.0,27.0,29.0,27.0,29.0,28.0
chr19,Cox8a,2.0,2.0,3.0,3.0,4.0,3.0,5.0,1.0,3.0,3.0,2.0,4.0
chr19,Cpeb3,51.0,39.0,49.0,41.0,129.0,28.0,32.0,38.0,77.0,32.0,34.0,42.0
chr19,Cpsf7,28.0,41.0,43.0,48.0,81.0,35.0,43.0,44.0,55.0,41.0,49.0,53.0
chr19,Cpt1a,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
chr19,Crtac1,12.0,23.0,29.0,25.0,76.0,29.0,19.0,12.0,34.0,16.0,24.0,48.0
chr19,Csf2ra,3.0,3.0,4.0,4.0,6.0,5.0,6.0,3.0,3.0,3.0,4.0,4.0
chr19,Cst6,2.0,,2.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
chr19,Cstf2t,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
chr19,Ctsf,20.0,28.0,22.0,28.0,32.0,28.0,21.0,22.0,27.0,19.0,27.0,25.0
chr19,Cuedc2,13.0,29.0,31.0,38.0,46.0,23.0,28.0,22.0,17.0,13.0,20.0,28.0
chr19,Cutc,14.0,16.0,14.0,16.0,17.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0
chr19,Cwf19l1,28.0,16.0,22.0,21.0,75.0,25.0,34.0,35.0,61.0,33.0,17.0,30.0
chr19,Cyb561a3,9.0,8.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,8.0,8.0,9.0
chr19,D030056L22Rik,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0
chr19,D330050I16Rik,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
chr19,Dagla,88.0,113.0,91.0,97.0,161.0,40.0,78.0,122.0,114.0,101.0,116.0,107.0
chr19,Dclre1a,9.0,18.0,18.0,19.0,23.0,21.0,22.0,21.0,23.0,17.0,18.0,19.0
chr19,Ddb1,10.0,14.0,22.0,24.0,51.0,19.0,26.0,13.0,31.0,10.0,17.0,33.0
chr19,Dennd10,29.0,17.0,24.0,21.0,51.0,20.0,23.0,30.0,32.0,19.0,27.0,34.0
chr19,Dnajc4,3.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0
chr19,Dnmbp,27.0,35.0,33.0,34.0,37.0,33.0,33.0,33.0,37.0,33.0,33.0,33.0
chr19,Doc2g,2.0,1.0,1.0,2.0,2.0,,1.0,,2.0,1.0,1.0,2.0
chr19,Dock8,19.0,15.0,27.0,31.0,36.0,25.0,23.0,27.0,31.0,27.0,24.0,27.0
chr19,Dpcd,9.0,7.0,11.0,15.0,41.0,11.0,10.0,7.0,18.0,6.0,10.0,13.0
chr19,Dpf2,15.0,17.0,20.0,25.0,41.0,12.0,18.0,11.0,22.0,8.0,17.0,25.0
chr19,Dpp3,11.0,9.0,11.0,11.0,23.0,15.0,11.0,11.0,19.0,9.0,9.0,16.0
chr19,Drap1,6.0,4.0,5.0,6.0,6.0,3.0,5.0,5.0,6.0,5.0,4.0,5.0
chr19,Dtx4,60.0,52.0,73.0,68.0,153.0,106.0,72.0,43.0,103.0,58.0,112.0,95.0
chr19,Dusp5,7.0,16.0,8.0,21.0,62.0,16.0,20.0,7.0,27.0,27.0,56.0,27.0
chr19,E030003E18Rik,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
chr19,Eef1g,18.0,31.0,28.0,33.0,54.0,25.0,39.0,25.0,41.0,25.0,26.0,50.0
chr19,Efemp2,6.0,7.0,11.0,6.0,31.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0
chr19,Ehbp1l1,8.0,8.0,7.0,9.0,15.0,9.0,8.0,7.0,7.0,7.0,7.0,10.0
chr19,Ehd1,22.0,24.0,23.0,40.0,59.0,14.0,23.0,26.0,25.0,37.0,44.0,39.0
chr19,Eif1ad,4.0,4.0,4.0,7.0,9.0,4.0,4.0,5.0,4.0,6.0,4.0,8.0
chr19,Eif3a,15.0,20.0,26.0,27.0,41.0,16.0,14.0,18.0,30.0,15.0,24.0,30.0
chr19,Eml3,6.0,8.0,8.0,8.0,10.0,8.0,9.0,7.0,9.0,8.0,7.0,9.0
chr19,Emx2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
chr19,Emx2os,19.0,22.0,33.0,27.0,29.0,17.0,35.0,33.0,48.0,31.0,21.0,34.0
chr19,Eno4,10.0,11.0,10.0,17.0,28.0,8.0,6.0,16.0,17.0,6.0,8.0,10.0
chr19,Entpd1,26.0,31.0,34.0,37.0,38.0,35.0,35.0,33.0,35.0,35.0,34.0,36.0
chr19,Entpd7,34.0,37.0,37.0,37.0,47.0,37.0,38.0,44.0,41.0,38.0,37.0,39.0
chr19,Erlin1,12.0,12.0,14.0,14.0,37.0,13.0,12.0,12.0,12.0,13.0,12.0,17.0
chr19,Ermp1,18.0,18.0,25.0,27.0,28.0,22.0,23.0,23.0,26.0,25.0,25.0,23.0
chr19,Esrra,10.0,13.0,13.0,15.0,14.0,15.0,15.0,14.0,14.0,12.0,13.0,15.0
chr19,Exoc6,21.0,17.0,17.0,14.0,29.0,13.0,12.0,12.0,22.0,13.0,12.0,15.0
chr19,Exosc1,35.0,22.0,21.0,31.0,63.0,37.0,35.0,37.0,34.0,19.0,29.0,57.0
chr19,Fads1,57.0,83.0,89.0,100.0,111.0,66.0,79.0,65.0,84.0,79.0,75.0,99.0
chr19,Fads2,30.0,44.0,32.0,44.0,114.0,40.0,40.0,29.0,60.0,27.0,30.0,77.0
chr19,Fads3,21.0,20.0,19.0,32.0,67.0,18.0,14.0,19.0,22.0,15.0,17.0,37.0
chr19,Fam111a,4.0,,4.0,11.0,23.0,12.0,7.0,6.0,16.0,2.0,4.0,18.0
chr19,Fam160b1,33.0,35.0,35.0,37.0,77.0,31.0,31.0,35.0,48.0,32.0,37.0,54.0
chr19,Fam189a2,17.0,24.0,23.0,27.0,34.0,27.0,24.0,19.0,26.0,25.0,25.0,24.0
chr19,Fam204a,17.0,22.0,17.0,35.0,66.0,18.0,23.0,20.0,29.0,12.0,16.0,33.0
chr19,Fam89b,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
chr19,Fau,8.0,7.0,5.0,6.0,10.0,7.0,7.0,7.0,6.0,5.0,6.0,7.0
chr19,Fbxl15,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0
chr19,Fbxw4,44.0,32.0,18.0,38.0,103.0,11.0,22.0,17.0,35.0,10.0,31.0,34.0
chr19,Fen1,13.0,12.0,13.0,13.0,13.0,13.0,14.0,13.0,13.0,13.0,13.0,13.0
chr19,Fermt3,5.0,4.0,6.0,5.0,6.0,4.0,5.0,6.0,6.0,5.0,5.0,6.0
chr19,Fgfbp3,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0
chr19,Fibp,5.0,7.0,7.0,8.0,14.0,6.0,6.0,4.0,6.0,5.0,7.0,10.0
chr19,Fkbp2,3.0,4.0,3.0,3.0,3.0,3.0,4.0,,3.0,2.0,3.0,3.0
chr19,Flrt1,22.0,25.0,25.0,25.0,27.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
chr19,Fra10ac1,8.0,9.0,9.0,28.0,47.0,12.0,14.0,24.0,24.0,9.0,18.0,13.0
chr19,Frat1,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
chr19,Frat2,11.0,8.0,10.0,10.0,10.0,10.0,9.0,10.0,11.0,8.0,11.0,10.0
chr19,Frmd8,17.0,18.0,18.0,21.0,24.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0
