Gene_Name,10_S254,11_S255,12_S256,1_S245,2_S246,3_S247,4_S248,5_S249,6_S250,7_S251,8_S252,9_S253
1700124M09Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700125G02Rik,5,3,3,1,5,1,2,0,3,3,0,1
1700125G22Rik,1,2,2,1,2,2,1,1,4,0,0,1
1700125H03Rik,0,2,1,0,4,0,0,6,0,0,4,0
1700125H20Rik,9,1,6,3,6,7,12,1,5,6,6,5
1700126A01Rik,0,0,0,0,0,0,1,0,0,0,0,0
1700126H18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700128A07Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700128F08Rik,1,0,0,0,2,2,1,3,0,1,0,0
1700129C05Rik,1,0,0,0,0,0,0,0,0,0,0,0
1810006J02Rik,0,0,0,0,0,0,1,0,0,0,0,0
1810007C17Rik,0,0,2,1,0,0,2,0,1,0,0,0
1810007D17Rik,1,0,1,1,2,2,0,3,2,1,0,1
1810008I18Rik,0,0,0,0,0,0,0,0,1,0,0,0
1810009A15Rik,6,2,0,3,8,4,1,1,5,5,1,1
1810009J06Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810010H24Rik,134,82,180,171,279,124,174,148,224,131,121,154
1810012K16Rik,5,12,9,3,19,15,12,10,11,4,7,10
1810013A23Rik,1,6,2,2,3,6,1,0,3,4,7,5
1810013L24Rik,3812,4465,5973,6043,10049,5521,6131,6622,9571,5747,5898,6998
1810014B01Rik,75,104,104,132,220,146,121,140,173,152,113,182
1810018F18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810019N24Rik,15,29,19,26,61,24,23,32,29,9,14,22
1810020O05Rik,99,101,339,175,757,87,74,311,342,55,203,145
1810021B22Rik,18,10,15,19,19,13,15,11,21,9,11,9
1810024B03Rik,6,13,18,14,26,15,16,17,37,17,11,25
1810030O07Rik,757,1010,1514,1348,2312,1299,1469,1374,2318,1346,1185,1507
1810034E14Rik,3,3,6,4,8,0,1,2,15,1,3,2
1810037I17Rik,2138,1279,1622,1923,2754,1716,1756,1806,2498,1490,1654,1842
1810041H14Rik,5,16,6,23,7,11,14,11,17,17,24,21
1810044D09Rik,9,9,6,30,23,6,11,12,13,16,1,12
1810046K07Rik,0,0,0,0,0,0,1,0,0,0,0,0
1810049I09Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810053B23Rik,0,0,0,0,0,0,0,1,2,0,0,0
1810055G02Rik,365,637,766,849,1504,641,605,990,1229,840,713,921
1810058I24Rik,376,453,456,724,868,517,452,618,708,405,487,635
1810062G17Rik,4,1,5,9,2,6,2,4,10,1,3,9
1810062O18Rik,44,21,39,37,55,36,69,41,79,56,36,47
1810063I02Rik,0,0,0,2,0,0,0,0,0,0,0,0
1810064F22Rik,0,1,1,3,0,1,0,1,0,2,0,2
1810065E05Rik,0,0,0,0,0,0,0,0,1,0,0,1
1810073O08Rik,2,3,5,3,12,17,10,9,14,10,4,1
2010001A14Rik,143,81,85,141,196,90,107,134,165,76,105,140
2010003K11Rik,0,0,0,0,1,0,1,0,2,0,0,0
2010009K17Rik,0,0,0,0,0,1,0,0,0,0,0,0
2010010A06Rik,0,0,1,0,1,0,0,0,0,0,0,0
2010016I18Rik,1,2,0,0,2,0,2,1,0,0,0,1
2010106C02Rik,0,0,0,0,0,0,0,0,1,0,1,0
2010106E10Rik,0,0,0,0,0,0,0,2,2,0,0,1
2010109A12Rik,8,7,6,10,11,6,9,6,8,14,7,5
2010204K13Rik,653,369,804,577,1441,894,908,481,809,552,611,661
2010308F09Rik,6,5,11,6,17,5,1,8,9,6,11,10
2010310C07Rik,0,0,1,0,1,0,2,1,1,1,1,3
2010320M18Rik,92,71,79,131,206,124,125,117,133,88,93,149
2200002D01Rik,2,5,3,2,4,0,0,3,0,2,3,6
2200002J24Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210010C04Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210016F16Rik,599,356,388,561,890,485,625,566,806,431,516,577
2210016L21Rik,3890,2906,4045,4353,7620,4153,4571,4430,6704,4162,4025,4741
2210039B01Rik,8,5,3,1,1,6,3,2,2,2,1,3
2210404E10Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210406O10Rik,45,48,75,76,148,90,110,128,151,87,100,111
2210407C18Rik,0,0,0,0,1,0,0,0,0,0,1,0
2210408F21Rik,275,218,288,311,517,319,304,299,422,289,292,394
2210408I21Rik,774,1110,1623,1524,3120,1551,1513,1659,2677,1315,1293,2029
2210409D07Rik,0,0,0,3,0,0,0,0,0,0,0,0
2210409E12Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210414B05Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210416O15Rik,15,7,7,11,15,3,3,9,12,9,6,10
2210417A02Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210418O10Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210420H20Rik,1,2,0,1,2,0,1,1,0,0,4,1
2300002M23Rik,2,0,0,0,0,0,0,0,0,0,0,0
2300003K06Rik,0,0,0,0,0,0,0,0,0,0,0,0
2300009A05Rik,93,141,181,238,365,208,190,271,298,207,187,246
2310001H17Rik,12,5,8,20,13,2,8,13,17,6,9,21
2310001K24Rik,5,2,2,5,15,4,3,2,6,2,2,5
2310002D06Rik,0,1,4,1,2,2,3,0,0,0,3,2
2310002F09Rik,46,114,83,155,126,86,119,229,287,179,128,110
2310002L09Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310003N18Rik,0,0,0,1,0,0,0,0,0,0,0,0
2310005A03Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310005E17Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310008N11Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310009B15Rik,171,125,141,174,221,171,179,134,248,172,166,171
2310010J17Rik,34,28,23,61,48,21,22,32,43,42,27,50
2310011J03Rik,920,565,725,862,1424,837,856,913,1192,765,713,864
2310015A10Rik,563,474,860,801,1271,652,801,761,967,629,501,792
2310015D24Rik,1,0,1,1,4,0,0,0,0,1,0,0
2310016D03Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310016G11Rik,1,2,3,2,4,1,1,0,2,2,2,1
2310020H05Rik,1,0,0,0,0,1,0,0,0,0,0,0
2310022A10Rik,830,764,1095,1111,2003,1148,1093,1082,1859,991,927,1226
2310022B05Rik,4841,4136,6150,5713,10139,6594,5501,4572,9578,4396,5204,6612
2310030A07Rik,0,0,0,0,0,0,0,0,0,0,0,1
2310030G06Rik,36,54,54,97,179,68,52,100,147,31,78,101
2310033P09Rik,625,370,442,571,912,489,609,529,684,472,510,590
2310034C09Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310034G01Rik,21,24,31,31,44,21,14,15,34,19,26,25
2310034O05Rik,0,0,0,0,1,0,0,0,0,1,1,0
2310039H08Rik,88,42,107,116,152,77,86,86,122,92,65,113
2310039L15Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310040G24Rik,20,17,25,32,47,29,29,23,28,17,13,32
2310043L19Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310043M15Rik,1,4,6,5,4,2,0,9,10,5,2,3
2310043O21Rik,0,0,0,0,1,0,0,0,0,0,1,0
2310050C09Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310057J18Rik,0,1,0,0,0,0,0,0,1,0,0,0
2310057M21Rik,860,1166,1519,1639,2515,1574,1785,1625,2510,1563,1389,1893
2310057N15Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310061I04Rik,1076,970,1396,1435,2161,1309,1250,1349,1776,1116,1222,1481
2310061N02Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310065F04Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310068J16Rik,15,14,15,14,23,9,5,7,26,5,7,13
2310069B03Rik,0,0,0,1,0,0,0,2,1,0,0,3
2310069G16Rik,124,94,153,153,235,117,153,179,264,252,153,173
2310075C17Rik,0,0,0,0,1,0,0,1,0,0,0,0
2310079G19Rik,0,0,0,0,0,0,0,0,0,0,0,0
2400006E01Rik,0,0,1,0,1,0,0,0,0,0,0,0
2410002F23Rik,1760,1971,2683,2602,4893,2644,2777,2505,3986,2255,2205,3129
2410003L11Rik,0,0,0,1,1,1,0,0,0,0,1,0
2410004B18Rik,683,580,841,907,1659,959,1015,924,1390,912,866,1038
2410004I01Rik,3,8,7,18,22,22,13,19,27,5,7,17
2410004P03Rik,213,145,95,409,505,193,113,251,312,55,73,205
2410006H16Rik,574,332,485,531,799,469,589,472,653,431,457,561
2410012E07Rik,0,0,0,0,0,0,0,0,0,0,0,0
2410017I17Rik,0,0,0,1,0,0,2,1,0,0,0,1
2410018L13Rik,32,9,33,16,92,56,31,27,84,14,45,33
2410021H03Rik,1,0,0,0,0,0,0,0,0,0,0,0
2410022M11Rik,210,103,197,154,309,164,258,181,328,217,109,243
2410124H12Rik,2,0,0,5,6,0,0,6,0,2,2,6
2410137M14Rik,1,4,4,2,4,1,4,7,4,1,2,4
2410141K09Rik,0,0,0,0,0,0,0,0,0,0,0,0
2500002B13Rik,9,21,23,27,26,11,7,16,40,22,30,18
2500004C02Rik,155,291,319,402,646,293,310,393,596,368,376,394
2510002D24Rik,340,242,340,441,674,329,364,396,586,361,299,448
2510003B16Rik,20,8,28,30,43,21,19,16,23,19,23,25
2510009E07Rik,4243,4579,6280,7117,11221,5677,6639,7636,10886,6705,5892,7325
2510039O18Rik,1491,1063,1347,1506,2528,1375,1350,1540,2229,1280,1264,1467
2610001J05Rik,570,628,929,1137,1481,1022,1116,962,1467,950,810,1157
2610002M06Rik,3295,4948,7021,6151,11199,5348,7199,7125,11484,6920,5664,6910
2610005L07Rik,1364,1139,2306,1648,3611,1496,2342,1452,3013,1503,1455,1810
2610008E11Rik,919,1348,1842,1835,3274,1938,2267,2149,2663,2049,1459,2149
2610016A17Rik,0,0,0,0,0,1,0,2,1,0,0,0
2610020C07Rik,6,28,16,40,60,25,18,44,39,32,17,37
2610024D14Rik,50,61,73,86,103,50,59,58,85,69,60,79
2610027K06Rik,1,3,7,7,12,5,9,11,10,7,4,15
2610028E06Rik,2,4,4,5,4,6,4,0,9,1,6,9
2610028H24Rik,13,9,6,13,34,16,9,15,12,3,11,8
2610035D17Rik,328,348,502,507,868,433,501,539,628,476,510,484
2610035F20Rik,7,4,10,15,27,0,3,8,15,13,6,15
2610037D02Rik,1,4,4,11,3,1,4,7,12,13,4,4
2610042L04Rik,3,2,6,5,10,10,4,6,8,7,7,6
2610203C22Rik,3,2,2,3,4,4,6,3,5,3,5,0
2610206C17Rik,0,1,0,3,2,2,3,1,2,1,2,2
2610301B20Rik,1469,1466,2052,2404,4046,2085,2309,2344,3490,2314,2113,2465
2610306M01Rik,161,152,154,250,305,213,194,204,287,183,147,246
2610307P16Rik,20,23,37,57,82,32,35,40,54,22,44,59
2610316D01Rik,83,74,101,75,251,102,89,67,118,54,75,80
2610318M16Rik,14,1,0,15,19,1,0,17,11,2,4,7
2610318N02Rik,6,6,15,15,36,22,15,23,32,7,14,37
2610507B11Rik,15515,20106,27408,29307,40836,26722,27043,28337,45500,28695,25143,31836
2610507I01Rik,294,662,852,1009,1708,970,950,546,1691,860,905,642
2610528A11Rik,2,4,3,6,15,3,2,6,11,1,4,1
2610528J11Rik,0,0,0,1,0,0,1,0,0,0,2,0
2700012I20Rik,6,11,9,18,18,15,9,6,19,13,9,9
2700038G22Rik,30,22,30,40,80,21,34,26,35,12,35,43
2700046A07Rik,10,0,12,3,7,17,13,9,19,11,5,3
2700046G09Rik,174,181,260,310,433,208,226,241,390,173,214,286
2700049A03Rik,347,551,722,811,1263,617,678,804,1071,751,639,853
2700054A10Rik,71,49,197,112,303,46,42,124,101,96,133,219
2700062C07Rik,235,393,505,569,975,470,520,614,888,596,482,615
2700069I18Rik,1,5,2,5,6,9,1,9,10,18,6,7
2700070H01Rik,4,1,3,3,7,2,1,9,10,8,2,6
2700081O15Rik,3730,2774,4344,3820,5647,3906,4862,4339,5071,4314,3443,4120
2700089I24Rik,1,0,2,1,5,0,0,0,0,0,0,0
2700097O09Rik,108,177,143,210,393,177,201,166,267,122,156,219
2700099C18Rik,2,4,10,7,11,6,9,10,14,6,10,9
2810001G20Rik,304,177,203,264,429,235,278,190,352,216,176,295
2810002D19Rik,40,40,111,99,140,74,86,74,168,111,104,107
2810004N23Rik,420,556,748,754,1225,718,736,812,1224,729,604,914
2810006K23Rik,375,362,499,654,983,622,557,682,832,581,566,557
2810013P06Rik,386,431,577,639,1044,643,608,592,871,624,504,653
2810021J22Rik,598,562,752,820,1652,830,878,829,1223,765,730,922
2810025M15Rik,276,210,372,520,492,258,332,418,544,517,273,440
2810029C07Rik,127,218,191,203,549,304,218,281,290,138,223,234
2810030D12Rik,6,6,10,12,9,1,0,1,4,5,1,1
2810032G03Rik,374,391,471,509,764,451,530,612,864,514,518,665
2810049E08Rik,45,61,90,56,136,63,99,70,104,75,51,79
2810403D21Rik,25,28,60,68,79,24,60,56,70,39,26,78
2810404M03Rik,1,1,1,1,2,2,6,1,10,0,5,6
2810405F15Rik,2,0,0,1,0,1,4,0,1,0,0,0
2810408A11Rik,3,11,12,10,22,5,13,15,12,14,7,10
2810408I11Rik,2,6,1,9,13,1,10,11,15,1,1,12
2810410L24Rik,154,83,115,165,199,114,114,122,130,81,148,136
2810414N06Rik,21,43,30,74,54,92,56,48,65,41,59,80
2810425M01Rik,6,9,8,13,29,11,9,3,5,8,4,13
2810429I04Rik,21,36,36,48,90,31,25,40,73,34,22,37
2810433D01Rik,16,19,2,37,34,9,3,27,23,8,0,27
2810442N19Rik,1,0,0,2,0,0,0,0,1,0,1,0
2810454H06Rik,15,26,41,68,71,47,53,36,68,43,26,45
2810459M11Rik,553,599,839,832,1479,1056,963,1028,1431,841,938,968
2810471M01Rik,0,0,0,0,0,0,0,0,0,0,0,0
2900005J15Rik,67,107,107,131,225,103,107,90,168,88,98,165
2900009J06Rik,4,11,6,6,18,8,9,12,20,9,19,9
2900026A02Rik,10969,10602,13747,14480,19583,13838,13320,14578,22495,13404,13317,16062
2900040C04Rik,180,157,25,441,462,103,12,261,225,44,22,288
2900041M22Rik,5,13,11,20,19,21,11,9,25,3,9,26
2900052L18Rik,262,410,413,613,836,442,430,504,634,357,466,530
2900052N01Rik,1671,1369,5118,1538,7390,5148,5096,1773,3440,2338,2121,2655
2900057B20Rik,0,0,0,0,0,0,0,0,0,0,0,0
2900060B14Rik,2,12,13,16,15,15,18,13,19,15,7,22
2900060N12Rik,91,48,78,71,190,104,109,107,128,75,95,84
2900076A07Rik,76,79,144,116,262,118,152,124,159,99,111,180
2900079G21Rik,248,142,221,212,355,247,266,205,388,248,194,240
2900092C05Rik,0,0,0,0,1,0,0,0,0,0,0,0
2900092D14Rik,830,1242,1661,2008,2764,2649,2171,2770,3907,2439,2118,2502
2900093K20Rik,58,29,48,53,91,52,74,41,55,43,56,62
3000002C10Rik,67,77,105,91,194,104,111,129,208,90,84,132
3010001F23Rik,41,45,54,52,97,40,37,39,63,38,43,63
3010003L21Rik,3,1,0,4,2,2,2,1,1,1,0,6
3100003L05Rik,0,4,0,0,4,0,0,0,2,0,0,1
3110009E18Rik,19,81,98,68,132,74,84,50,129,94,55,93
3110009F21Rik,0,1,1,3,8,6,2,1,0,0,1,4
3110015C05Rik,2,2,1,0,2,0,0,1,3,0,0,0
3110021A11Rik,16,9,9,16,47,10,17,12,33,10,7,16
3110039M20Rik,175,225,343,273,461,364,351,259,410,239,261,324
3110040M04Rik,0,0,0,0,1,0,0,0,0,0,0,0
3110040N11Rik,423,296,426,440,853,475,554,441,672,387,392,499
3110045C21Rik,5,18,26,48,74,45,29,31,57,34,27,38
3110056K07Rik,120,145,220,228,404,203,167,176,256,184,192,257
3110067G11Rik,89,87,151,107,241,100,94,89,191,108,121,146
3110070M22Rik,18,24,38,43,76,39,19,26,38,32,28,18
3110082I17Rik,340,202,285,322,498,261,334,289,528,339,238,361
3110082J24Rik,29,14,21,27,39,27,28,23,47,35,28,39
3110083C13Rik,18,20,22,18,41,15,14,17,25,11,5,24
3110099E03Rik,1,1,1,2,8,1,2,0,1,1,5,2
3200001D21Rik,0,0,0,0,0,1,0,2,0,0,0,0
3300002A11Rik,30,18,15,106,81,39,24,52,42,14,15,63
3300002I08Rik,43,40,48,62,98,58,64,70,133,52,66,64
3300002P13Rik,41,30,261,38,30,21,70,36,25,466,20,9
3300005D01Rik,0,1,2,2,0,0,1,0,1,0,0,1
3425401B19Rik,1,2,3,12,7,2,4,5,8,12,1,6
3632454L22Rik,67,82,184,129,378,83,112,63,124,95,82,112
3830403N18Rik,1,0,2,2,1,0,1,1,4,0,0,1
3830406C13Rik,683,1213,1587,1683,2902,1643,1501,1656,2960,1514,1537,1899
3830408C21Rik,80,60,100,122,166,74,97,87,117,66,71,105
3830417A13Rik,0,0,0,0,0,0,0,0,0,0,0,0
3830432H09Rik,4,11,6,5,7,4,6,6,5,8,7,3
3930402G23Rik,16,10,18,29,52,12,11,21,23,5,17,15
4430402I18Rik,163,235,290,342,402,289,279,397,452,278,237,320
4631405J19Rik,2,1,0,4,6,1,0,3,6,1,0,0
4632404H12Rik,435,500,690,719,1177,751,705,724,1034,695,618,877
4632415L05Rik,316,306,430,458,790,1221,467,1315,709,476,381,1535
4632427E13Rik,180,147,172,184,348,156,164,142,247,91,165,144
4632428C04Rik,21,11,15,24,30,6,9,26,38,30,10,34
4732414G09Rik,24,11,42,37,62,30,23,37,27,19,33,20
4732416N19Rik,8,17,14,46,40,11,26,26,30,26,11,23
4732419C18Rik,7,8,26,11,43,19,19,5,13,1,8,31
4732471J01Rik,328,326,389,360,674,344,348,385,566,341,333,447
4732490B19Rik,0,2,1,1,1,0,0,1,2,0,2,3
4732491K20Rik,95,128,231,200,385,149,192,162,289,190,191,246
4831407H17Rik,0,1,1,1,1,0,0,1,1,0,3,6
4831440E17Rik,85,163,179,166,285,179,213,191,277,159,169,217
4833407H14Rik,0,1,3,0,1,8,0,1,2,0,0,0
4833411C07Rik,8,4,7,9,25,3,7,13,4,19,7,8
4833412C05Rik,7,1,5,6,18,3,8,5,14,15,9,4
4833415N18Rik,3,7,1,4,20,2,0,0,2,5,1,2
4833417C18Rik,10,11,27,16,48,20,22,11,17,8,17,21
4833418N02Rik,18,11,12,20,61,8,14,22,40,15,6,21
4833419F23Rik,4,4,1,13,16,8,4,13,9,3,7,23
4833420G17Rik,515,625,860,756,1393,771,781,806,1004,747,682,907
4833422C13Rik,118,163,180,297,300,95,223,342,311,412,196,204
4833422M21Rik,3,3,4,4,10,3,1,6,7,6,7,5
4833427F10Rik,0,0,0,0,0,0,0,0,0,0,0,0
4833428L15Rik,0,0,1,0,1,1,2,2,2,0,0,6
4833438C02Rik,37,51,60,58,80,31,67,46,84,39,56,56
4833439F03Rik,84,80,61,82,223,69,95,42,95,81,63,87
4833439L19Rik,4934,6649,8871,9870,14682,9081,8639,9790,14838,9475,8242,10518
4921504A21Rik,103,141,190,204,284,228,206,208,321,240,164,244
4921504E06Rik,0,0,0,0,3,0,0,0,0,1,1,1
4921507G05Rik,1,2,3,2,1,3,0,0,0,2,1,1
4921507P07Rik,10,14,14,13,56,8,11,31,19,7,15,17
4921508D12Rik,0,0,1,1,0,0,0,0,0,0,1,0
4921509C19Rik,0,0,0,0,0,0,0,0,0,0,0,0
4921509O07Rik,4,0,5,1,14,3,1,5,7,8,2,3
4921511C10Rik,1,1,2,2,9,2,6,2,11,5,4,3
4921511C20Rik,0,0,0,0,0,0,0,0,0,0,0,0
4921511I17Rik,1,1,2,0,3,4,2,2,0,0,0,0
4921513H07Rik,0,0,2,1,0,0,0,0,0,0,0,0
4921513I03Rik,0,0,0,0,0,0,0,0,0,0,0,0
4921515E04Rik,1,4,4,2,1,3,0,2,4,5,0,3
4921517D22Rik,0,0,0,1,1,1,0,0,1,0,1,0
4921518K17Rik,0,0,0,0,0,0,0,0,0,0,0,0
4921524J17Rik,276,375,512,632,913,495,681,671,753,612,563,665
4921524L21Rik,0,0,0,0,0,0,0,0,0,0,0,0
4921525O09Rik,1,2,2,4,7,2,1,2,1,0,2,1
4921528I07Rik,0,0,0,0,0,0,0,0,0,0,0,0
4921529L05Rik,0,0,0,0,0,0,0,0,0,0,0,0
4921531C22Rik,100,157,219,258,383,238,211,197,322,155,169,251
4921531P14Rik,0,0,0,0,0,0,0,1,0,0,0,0
4921533I20Rik,0,0,1,0,0,0,0,0,0,0,0,0
4921534H16Rik,0,0,0,0,0,0,0,0,0,0,0,0
4921536K21Rik,24,17,27,45,65,39,29,26,42,35,27,32
4921539E11Rik,0,0,0,0,1,0,0,0,1,0,0,0
4922502B01Rik,163,204,336,335,595,377,315,183,336,171,249,337
4922502H24Rik,0,0,0,0,0,0,0,0,0,0,0,0
4922502N22Rik,0,1,0,0,0,2,1,0,0,0,0,0
4930401C15Rik,0,0,0,0,0,1,0,0,0,0,0,0
4930401G09Rik,0,0,0,1,2,1,0,0,0,0,1,0
4930401O10Rik,0,0,0,0,0,0,0,0,1,0,0,0
4930401O12Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930402F06Rik,1,0,0,0,0,1,0,0,0,0,1,1
4930402F11Rik,0,0,0,4,0,0,0,1,1,0,0,0
4930402H24Rik,6262,6050,8683,9993,14757,8331,8391,9282,13185,8344,8966,9815
4930402K13Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930403D09Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930404A05Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930404H11Rik,0,0,2,1,3,0,0,0,0,0,0,0
4930404I05Rik,8,1,6,3,5,0,1,2,4,5,3,2
4930404N11Rik,11,18,21,17,28,19,15,25,25,14,12,19
4930405A10Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930405A21Rik,13,10,12,13,16,11,2,6,23,5,10,8
4930405D11Rik,2,1,0,3,2,0,0,2,2,1,0,1
4930405J17Rik,0,0,0,1,0,0,0,0,0,0,0,0
4930405L22Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930405O22Rik,23,32,26,17,44,19,16,18,32,16,15,33
4930406D18Rik,0,0,0,0,1,0,0,0,0,0,0,0
4930407G08Rik,0,0,0,0,0,1,0,0,0,1,0,0
4930407I10Rik,1,0,0,0,1,0,0,2,1,0,1,0
4930407I19Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930412B13Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930412C18Rik,49,55,46,120,97,37,84,47,64,71,45,51
4930412M03Rik,8,8,17,3,11,8,3,8,10,3,4,5
4930412O13Rik,0,2,0,3,1,0,0,1,3,1,0,2
4930413E15Rik,0,0,0,0,0,0,0,1,0,0,0,0
4930413F20Rik,12,6,8,10,31,8,20,11,11,13,2,8
4930413G21Rik,26,10,15,10,15,3,15,9,16,11,10,11
4930413M19Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930414N06Rik,0,0,0,1,2,0,0,2,0,1,0,1
4930415L06Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930415O20Rik,3,1,3,5,2,5,1,0,10,1,4,5
4930417O13Rik,0,1,2,1,0,1,1,0,1,1,1,1
4930417O22Rik,0,0,1,1,1,0,0,0,0,0,0,2
4930419G24Rik,4,3,4,5,5,5,5,6,3,3,2,5
4930422M22Rik,0,0,0,0,1,0,2,0,0,0,0,0
4930423M02Rik,0,1,0,0,0,0,0,0,0,0,0,0
4930425K10Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930425L21Rik,3,1,4,0,9,3,3,2,3,2,1,4
4930425O10Rik,0,0,1,0,0,3,1,0,1,0,0,0
4930426D05Rik,21,42,19,46,98,44,10,26,29,8,13,51
4930426I24Rik,25,40,67,69,93,64,59,57,85,42,36,58
4930426L09Rik,11,20,42,27,52,32,39,29,55,44,26,23
4930428D20Rik,0,0,0,0,0,0,0,0,0,0,0,1
4930428E07Rik,4,0,3,2,2,4,0,0,2,0,0,3
4930428G15Rik,0,0,0,0,3,0,0,0,1,0,0,0
4930428O21Rik,0,0,0,0,0,0,0,0,1,0,0,0
4930429B21Rik,144,173,220,217,432,352,231,388,530,325,199,377
4930429C20Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930429D17Rik,0,3,0,1,1,1,0,0,0,0,0,0
4930429F11Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930429F24Rik,1,4,8,10,17,5,8,6,7,3,5,2
4930429H19Rik,0,0,1,0,1,1,2,2,0,0,1,0
4930430F21Rik,0,0,0,1,3,1,0,1,2,1,1,0
4930430J02Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930431F10Rik,0,0,0,0,1,0,0,0,0,0,0,0
4930431F12Rik,0,0,0,0,1,0,0,0,0,0,1,0
4930431P03Rik,1,0,1,3,10,1,2,1,1,5,1,1
4930431P22Rik,2,0,0,2,9,1,5,2,7,0,2,4
4930432J09Rik,0,0,0,0,0,0,0,0,1,1,1,0
4930432K21Rik,113,87,144,130,277,107,154,118,149,124,103,132
4930432L08Rik,1,0,3,1,2,0,3,0,2,0,2,2
4930432M17Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930432O09Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930433B08Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930433I11Rik,0,1,0,0,0,0,1,0,0,0,0,0
4930433N12Rik,0,0,0,1,0,1,1,0,0,0,0,0
4930434J06Rik,0,0,1,0,0,0,0,0,0,0,1,0
4930435F18Rik,1,0,2,0,1,0,0,0,0,0,1,0
4930438A08Rik,0,0,0,0,0,0,0,0,1,0,0,1
4930438E09Rik,0,0,0,0,1,0,0,0,0,0,0,0
4930440C22Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930440I19Rik,1,0,0,0,1,0,0,0,0,0,1,1
4930441H08Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930441J16Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930442E04Rik,1,0,0,0,1,2,1,1,3,1,3,1
4930442J19Rik,0,1,0,0,0,0,0,0,0,0,0,0
4930442L01Rik,1,0,0,0,1,0,0,0,0,0,0,0
4930443O20Rik,1,3,6,3,3,0,3,0,1,0,0,2
4930444F02Rik,0,0,1,0,1,0,0,0,0,0,1,0
4930444G20Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930444M15Rik,0,1,4,1,1,0,3,3,2,2,1,0
4930444P10Rik,19,25,32,50,74,30,33,41,35,32,36,35
4930445N08Rik,1,0,0,0,0,0,0,0,0,0,0,0
4930445N18Rik,1,1,1,2,1,0,2,2,1,1,2,3
4930447A16Rik,0,0,0,0,0,0,0,0,0,1,0,0
4930447C04Rik,104,123,264,132,288,100,321,193,217,267,145,177
4930447F24Rik,6,14,18,21,13,2,5,12,11,49,13,7
4930447J18Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930447K03Rik,7,15,24,14,26,14,22,8,29,8,23,24
4930447M23Rik,125,187,327,247,557,343,324,259,401,237,181,332
4930447N08Rik,2,16,4,15,16,1,4,10,15,18,1,4
4930448C13Rik,0,0,0,1,1,0,0,0,1,0,0,0
4930448F12Rik,0,0,0,0,1,0,0,0,0,0,0,0
4930448H16Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930448I06Rik,0,1,0,0,0,0,0,0,1,0,0,0
4930448I18Rik,1,0,1,0,1,1,0,2,3,1,0,4
4930448K20Rik,0,0,0,0,1,0,0,0,0,0,0,0
4930449C09Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930449E01Rik,0,0,1,0,0,0,0,0,1,0,0,0
4930449E18Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930449I24Rik,0,0,0,1,0,0,0,0,0,0,0,0
